Transaction_ID,User_ID,Customer_Name,Gender,Age,Occupation,City,Transaction_Date,Month,Year,Expense_Category,Merchant,Expense_Amount,Monthly_Income,Budget_Allocated,Estimated_Savings,Expense_to_Income_Percent,Payment_Method,Transaction_Status,Recurring_Expense,Credit_Score,User_Rating,Budget_Risk_Level
3351,USR103351,Tanveer Bhagat,Male,45.0,Teacher,Delhi,2026-07-10,July,2026.0,Education,Coursera,4922.0,98550.0,51295.05,89193.0,7.44,Wallet,Completed,Yes,853.0,3.7,Low
3352,USR103352,Advay Mani,Female,20.0,Student,Bengaluru,2024-02-11,July,2023.0,Food,Zomato,493.0,45096.0,27936.72,35619.0,1.09,Debit Card,Completed,Yes,683.0,3.3,Low
3353,USR103353,Aahana Sibal,Male,29.0,Designer,Mumbai,2026-03-03,March,2026.0,Travel,IndiGo,8293.0,62370.0,38479.03,51134.0,7.44,UPI,Completed,Yes,780.0,2.7,Low
3354,USR103354,Orinder Saha,Female,31.0,Teacher,Pune,2023-10-05,June,2023.0,Food,Swiggy,3454.0,82262.0,36600.59,74898.0,4.2,Credit Card,Completed,No,434.0,2.6,Low
3355,USR103355,Bhavani Pant,Female,30.0,Software Engineer,Bengaluru,2025-12-28,December,2025.0,Food,Swiggy,2182.0,102204.0,74656.52,97964.0,2.13,Wallet,Failed,No,608.0,4.4,Low
3356,USR103356,Yahvi Khalsa,Female,40.0,Student,Chennai,2025-11-02,November,2025.0,Transport,Uber,1941.0,60039.0,39488.38,70254.0,2.4,UPI,Completed,Yes,411.0,3.7,Low
3357,USR103357,Adya Thaman,Female,39.0,Doctor,Mumbai,2023-10-15,October,2023.0,Food,Zomato,5260.0,151570.0,106264.84,137426.0,3.47,Credit Card,Completed,No,747.0,4.0,Low
3358,USR103358,Pratyush Soman,Male,39.0,Teacher,Kochi,2024-11-29,June,2024.0,Education,Coursera,7824.0,32383.0,16320.53,17583.0,24.16,Net Banking,Completed,Yes,821.0,3.8,Medium
3359,USR100029,Champak Kata,Male,56.0,Software Engineer,Kochi,2026-04-10,April,2024.0,Shopping,Swiggy,7646.0,60413.0,43628.92,44871.0,12.66,UPI,Completed,No,520.0,4.9,Low
3360,USR103360,Upasna Banik,Male,46.0,Designer,Kochi,2023-11-07,November,2023.0,Healthcare,Apollo,1011.0,60039.0,14017.96,18971.0,4.13,Net Banking,Completed,Yes,832.0,4.6,Low
3361,USR103361,Jagdish Goswami,Female,37.0,Analyst,Pune,2026-07-10,July,2026.0,Transport,Ola,7493.0,27786.0,36600.59,17441.0,26.97,Debit Card,Completed,Yes,820.0,3.9,Medium
3362,USR103362,Pratyush Soman,Female,32.0,Sales Executive,Pune,2025-12-20,December,2024.0,Insurance,HDFC Ergo,4922.0,22196.0,36600.59,12097.0,31.67,Cash,Completed,Yes,831.0,3.0,Low
3363,USR100029,Girish Hari,Male,32.0,Business Owner,Pune,2024-10-18,October,2024.0,Utilities,Swiggy,7343.0,62032.0,31820.01,46023.0,11.84,Cash,Completed,Yes,626.0,3.6,Low
3364,USR103364,Saksham Nagar,Female,35.0,Teacher,Coimbatore,2024-02-11,June,2026.0,Food,Zomato,2710.0,47234.0,25182.64,41690.0,5.74,Credit Card,Completed,No,624.0,4.8,Low
3365,USR103365,Divya Iyengar,Female,35.0,Business Owner,Bengaluru,2024-01-25,January,2024.0,Healthcare,Pharmacy,4790.0,152707.0,87897.46,137375.0,3.14,Wallet,Completed,No,427.0,2.7,Low
3366,USR103366,Pratyush Soman,Female,60.0,Teacher,Hyderabad,2025-05-31,May,2025.0,Utilities,Airtel,6449.0,47469.0,25206.87,36838.0,13.59,Credit Card,Completed,Yes,697.0,3.6,Low
3368,USR103368,Naveen Rastogi,Female,20.0,Doctor,Mumbai,2024-02-11,January,2025.0,Rent,Apartment,7429.0,79306.0,36600.59,69242.0,9.37,Credit Card,Completed,Yes,626.0,4.5,Low
3369,USR103369,Unnati Tripathi,Male,28.0,Teacher,Bengaluru,2026-07-04,June,2026.0,Food,Zomato,2211.0,102354.0,36600.59,88683.0,2.16,Net Banking,Completed,Yes,689.0,3.3,Low
3370,USR103370,Imaran Narayan,Female,32.0,Analyst,Coimbatore,2024-02-11,June,2024.0,Food,Swiggy,4922.0,60039.0,45416.88,52172.0,10.64,UPI,Completed,Yes,482.0,3.8,Low
3371,USR103371,Ekavir Mishra,Male,39.0,Software Engineer,Chennai,2025-11-27,November,2025.0,Food,Restaurant,4978.0,100534.0,36600.59,47297.0,7.44,Cash,Completed,Yes,655.0,3.8,Low
3372,USR103372,Rachit Salvi,Female,25.0,Sales Executive,Mumbai,2025-09-13,September,2025.0,Rent,Apartment,6865.0,97512.0,50612.04,84180.0,7.04,Wallet,Pending,Yes,804.0,3.5,Low
3373,USR103373,Mugdha Srinivasan,Female,28.0,Analyst,Hyderabad,2025-09-14,September,2025.0,Transport,Ola,1700.0,148567.0,68565.79,143503.0,1.14,UPI,Completed,No,501.0,2.9,Low
3374,USR100029,Odika Bhattacharyya,Female,39.0,Teacher,Pune,2025-05-05,May,2025.0,Food,HDFC Ergo,3768.0,43177.0,36600.59,34360.0,8.73,Debit Card,Completed,Yes,474.0,3.9,Low
3375,USR103375,Patrick Kunda,Male,20.0,Teacher,Pune,2025-10-13,June,2024.0,Utilities,TNEB,1934.0,152070.0,36600.59,140093.0,1.27,Cash,Completed,Yes,618.0,3.8,Low
3376,USR103376,Vrinda Savant,Female,55.0,Teacher,Chennai,2026-06-28,June,2026.0,Shopping,Amazon,4922.0,147111.0,109623.99,138805.0,2.78,Wallet,Completed,Yes,560.0,3.8,Low
3377,USR103377,Azaan Karan,Female,41.0,Teacher,Delhi,2023-06-30,June,2023.0,Food,Swiggy,4145.0,33771.0,36600.59,47297.0,12.27,Wallet,Completed,Yes,399.0,3.3,Low
3378,USR103378,Nidhi Sharaf,Female,54.0,Student,Pune,2024-02-11,June,2024.0,Insurance,LIC,4922.0,47998.0,36600.59,31091.0,15.72,Credit Card,Completed,Yes,560.0,2.8,Low
3379,USR103379,Yashasvi Agate,Female,52.0,Analyst,Coimbatore,2024-06-11,June,2024.0,Entertainment,Netflix,1403.0,27463.0,19782.86,16726.0,5.11,UPI,Completed,Yes,555.0,3.8,Low
3380,USR103380,Nandini Walla,Male,19.0,Business Owner,Hyderabad,2024-06-08,June,2024.0,Shopping,Amazon,746.0,60039.0,12765.1,13360.0,3.3,Wallet,Completed,Yes,635.0,3.8,Low
3381,USR103381,Chatura Baral,Male,52.0,Analyst,Hyderabad,2023-12-09,December,2023.0,Transport,Ola,7315.0,80346.0,37463.57,63284.0,9.1,UPI,Pending,No,574.0,3.8,Low
3382,USR103382,Mason Chawla,Male,24.0,Software Engineer,Chennai,2025-12-02,December,2025.0,Food,Swiggy,3424.0,148017.0,36600.59,139821.0,2.31,Wallet,Completed,Yes,569.0,3.5,Low
3383,USR103383,Zarna Raj,Female,29.0,Sales Executive,Delhi,2023-09-18,September,2024.0,Shopping,Swiggy,2373.0,47436.0,31021.37,47297.0,5.0,Wallet,Completed,No,598.0,5.0,Low
3385,USR103385,Pratyush Soman,Female,47.0,Designer,Kochi,2025-11-15,November,2024.0,Food,Swiggy,4922.0,46423.0,27403.69,47297.0,7.44,Credit Card,Completed,No,359.0,4.1,Low
3386,USR103386,Pallavi Cherian,Female,21.0,Software Engineer,Pune,2026-01-25,January,2026.0,Food,Restaurant,4922.0,36939.0,27645.38,47297.0,12.35,Credit Card,Completed,Yes,638.0,4.3,Low
3388,USR103388,Janya Swaminathan,Male,50.0,Teacher,Hyderabad,2025-09-26,September,2025.0,Transport,Ola,2880.0,82538.0,39138.34,47297.0,3.49,Credit Card,Completed,No,448.0,4.6,Low
3389,USR103389,Pratyush Soman,Female,47.0,Software Engineer,Bengaluru,2024-07-04,July,2024.0,Transport,Uber,5014.0,62116.0,42680.99,52232.0,8.07,Net Banking,Completed,No,479.0,4.1,Low
3390,USR103390,Aarini Pant,Male,36.0,Designer,Mumbai,2023-12-30,December,2023.0,Transport,Uber,4922.0,45534.0,36600.59,37261.0,7.44,Net Banking,Completed,Yes,788.0,2.9,Low
3391,USR103391,Sai Prashad,Male,31.0,Teacher,Coimbatore,2023-07-14,July,2023.0,Food,Restaurant,3899.0,97248.0,60866.61,87114.0,4.01,Cash,Completed,No,642.0,3.8,Low
3392,USR103392,Varsha Loke,Male,33.0,Teacher,Bengaluru,2025-09-11,September,2025.0,Shopping,Flipkart,670.0,34254.0,23459.84,25478.0,7.44,Wallet,Completed,Yes,531.0,3.0,Low
3393,USR103393,Shaurya Parmar,Male,27.0,Student,Pune,2026-05-31,May,2024.0,Food,Ola,2926.0,82166.0,54127.17,71987.0,3.56,Credit Card,Completed,No,696.0,4.8,Low
3394,USR103394,Pratyush Soman,Male,46.0,Business Owner,Chennai,2026-01-20,January,2026.0,Healthcare,Apollo,7892.0,97506.0,43889.63,47297.0,8.09,Wallet,Pending,No,626.0,5.0,Low
3395,USR103395,Harshil Baria,Male,39.0,Sales Executive,Pune,2026-01-07,June,2026.0,Shopping,Swiggy,958.0,77638.0,36600.59,69761.0,1.23,UPI,Completed,No,821.0,3.2,Low
3396,USR103396,Isaiah Kade,Female,18.0,Analyst,Kochi,2026-03-02,March,2026.0,Utilities,TNEB,6878.0,24747.0,16800.44,12107.0,27.79,Net Banking,Completed,Yes,525.0,4.6,Medium
3397,USR103397,Eshana Lala,Female,48.0,Business Owner,Bengaluru,2025-11-06,November,2025.0,Shopping,Reliance,3643.0,42930.0,36600.59,35427.0,8.49,Credit Card,Completed,No,640.0,3.8,Low
3398,USR103398,Hemani Pal,Female,39.0,Teacher,Pune,2025-03-03,March,2024.0,Food,Restaurant,3870.0,147854.0,101924.17,134388.0,2.62,Cash,Completed,Yes,697.0,4.9,Low
3399,USR103399,Mahika Pillai,Female,25.0,Teacher,Pune,2025-02-13,February,2025.0,Food,Pharmacy,1206.0,79860.0,56241.96,72897.0,1.51,Credit Card,Completed,Yes,370.0,3.5,Low
3400,USR103400,Wahab Savant,Female,21.0,Teacher,Mumbai,2023-04-23,April,2023.0,Food,Zomato,1717.0,25821.0,14655.56,19368.0,6.65,Credit Card,Completed,Yes,451.0,3.5,Low
3401,USR103401,Om Shukla,Female,54.0,Teacher,Chennai,2023-02-20,February,2023.0,Transport,Uber,7760.0,60039.0,41671.28,70423.0,7.44,Debit Card,Completed,No,547.0,3.8,Low
3402,USR100029,Jhalak Goel,Male,23.0,Sales Executive,Mumbai,2025-12-25,December,2025.0,Entertainment,Netflix,4922.0,59632.0,36600.59,49980.0,7.44,Cash,Completed,Yes,626.0,4.9,Low
3404,USR103404,Pratyush Soman,Female,44.0,Sales Executive,Hyderabad,2025-12-04,December,2025.0,Insurance,LIC,4723.0,36440.0,36600.59,20686.0,12.96,UPI,Completed,Yes,728.0,4.8,Low
3406,USR100029,Pratyush Soman,Female,28.0,Doctor,Delhi,2024-11-06,November,2024.0,Education,Udemy,4283.0,58844.0,43145.22,47069.0,7.28,Credit Card,Completed,Yes,764.0,3.8,Low
3407,USR103407,Kiaan Dey,Male,39.0,Teacher,Pune,2023-03-24,March,2023.0,Shopping,Reliance,1547.0,78955.0,47191.59,47297.0,1.96,Cash,Completed,No,626.0,3.8,Low
3408,USR100029,Pratyush Soman,Male,25.0,Analyst,Bengaluru,2023-06-04,June,2023.0,Travel,IndiGo,4922.0,37152.0,21999.82,28584.0,11.28,Debit Card,Completed,Yes,566.0,4.3,Low
3409,USR103409,Viraj Vyas,Female,56.0,Analyst,Hyderabad,2023-10-14,October,2023.0,Food,Restaurant,4614.0,152679.0,70548.11,145808.0,3.02,Wallet,Completed,Yes,803.0,4.7,Low
3410,USR100029,Jyoti Thaman,Female,39.0,Analyst,Pune,2026-03-22,March,2026.0,Food,Amazon,4413.0,34809.0,21509.49,22948.0,12.68,Wallet,Completed,No,714.0,3.8,Low
3411,USR103411,Chanakya Rajagopalan,Male,39.0,Analyst,Hyderabad,2024-10-23,October,2024.0,Healthcare,Swiggy,7403.0,60039.0,71959.86,87210.0,7.23,UPI,Completed,No,626.0,2.9,Low
3412,USR100029,Alexander Ray,Male,53.0,Doctor,Mumbai,2025-04-02,April,2025.0,Shopping,Flipkart,7886.0,60039.0,40723.89,47089.0,7.44,Wallet,Completed,Yes,699.0,4.6,Low
3413,USR103413,Xiti Misra,Male,54.0,Business Owner,Hyderabad,2025-06-06,June,2025.0,Education,Coursera,2283.0,25792.0,12951.95,21496.0,8.85,UPI,Completed,Yes,626.0,4.7,Low
3414,USR103414,Jyoti Jhaveri,Female,60.0,Doctor,Delhi,2026-05-29,May,2026.0,Utilities,Airtel,5494.0,148317.0,105888.94,137368.0,3.7,Debit Card,Completed,Yes,848.0,3.8,Low
3415,USR103415,Unnati Sampath,Female,45.0,Software Engineer,Kochi,2025-06-12,June,2025.0,Rent,Landlord,11933.0,81604.0,49303.77,65479.0,7.44,UPI,Pending,Yes,626.0,4.0,Low
3416,USR103416,Ansh Solanki,Male,60.0,Business Owner,Chennai,2024-05-10,May,2024.0,Transport,Ola,3579.0,78626.0,57455.29,66459.0,4.55,Credit Card,Completed,No,576.0,3.9,Low
3417,USR100029,Pratyush Soman,Female,53.0,Teacher,Coimbatore,2024-06-29,June,2024.0,Insurance,HDFC Ergo,3672.0,33884.0,15705.71,47297.0,10.84,Wallet,Completed,Yes,626.0,4.5,Low
3418,USR103418,Chaman Raval,Female,39.0,Teacher,Coimbatore,2026-01-05,January,2026.0,Utilities,Airtel,3521.0,101551.0,36600.59,93997.0,3.47,Credit Card,Completed,Yes,864.0,3.3,Low
3419,USR103419,Aarnav Contractor,Female,50.0,Teacher,Kochi,2023-03-20,March,2023.0,Transport,Swiggy,4922.0,60039.0,66089.21,91774.0,7.44,Cash,Completed,No,715.0,3.3,Low
3420,USR103420,Agastya Saxena,Female,31.0,Teacher,Pune,2025-07-03,July,2025.0,Education,Udemy,5011.0,80249.0,45378.61,67481.0,6.24,Cash,Completed,Yes,704.0,4.3,Low
3421,USR103421,Pratyush Soman,Female,47.0,Doctor,Delhi,2023-12-10,June,2024.0,Healthcare,Apollo,4365.0,60039.0,45788.32,87339.0,4.43,Credit Card,Completed,Yes,793.0,3.8,Low
3422,USR103422,Pratyush Soman,Female,39.0,Doctor,Mumbai,2025-05-22,May,2025.0,Food,Zomato,7795.0,81910.0,59856.96,62800.0,7.44,Wallet,Pending,No,456.0,4.8,Low
3423,USR103423,Varsha Batta,Male,39.0,Analyst,Pune,2025-08-20,August,2025.0,Food,Metro,5143.0,42795.0,26534.99,29831.0,12.02,Wallet,Completed,No,599.0,3.8,Low
3424,USR103424,Ekanta Solanki,Female,30.0,Software Engineer,Bengaluru,2024-02-11,September,2024.0,Travel,IndiGo,2735.0,25593.0,16729.88,12224.0,10.69,Credit Card,Completed,Yes,840.0,4.4,Low
3425,USR103425,Zaitra Kapadia,Female,39.0,Teacher,Mumbai,2025-06-25,June,2025.0,Food,Swiggy,4922.0,151413.0,36600.59,143003.0,0.21,Wallet,Completed,No,583.0,4.7,Low
3426,USR103426,Wazir Sankar,Female,56.0,Software Engineer,Coimbatore,2025-03-22,March,2025.0,Utilities,Swiggy,940.0,42090.0,27193.06,32986.0,2.23,Net Banking,Completed,Yes,614.0,2.9,Low
3427,USR103427,Chakrika Chauhan,Male,28.0,Teacher,Mumbai,2025-02-24,February,2025.0,Insurance,HDFC Ergo,4760.0,101603.0,72748.72,91989.0,4.68,Net Banking,Completed,Yes,522.0,2.5,Low
3428,USR103428,Bimala Kaul,Male,39.0,Software Engineer,Bengaluru,2024-11-12,November,2024.0,Utilities,Swiggy,1418.0,79530.0,36600.59,71334.0,1.78,Cash,Completed,Yes,604.0,3.8,Low
3429,USR100029,Azaan Mand,Male,39.0,Designer,Pune,2024-02-11,December,2024.0,Insurance,LIC,667.0,26864.0,36600.59,20458.0,2.48,Cash,Completed,Yes,671.0,3.9,Low
3430,USR103430,Upasna Ganesh,Male,34.0,Teacher,Kochi,2025-11-08,November,2024.0,Utilities,Swiggy,7619.0,81996.0,48243.95,67088.0,9.29,Wallet,Completed,Yes,626.0,3.6,Low
3431,USR103431,Chatura Sheth,Female,29.0,Analyst,Chennai,2024-08-06,August,2024.0,Utilities,Jio,1046.0,62498.0,31172.01,57324.0,1.67,Credit Card,Completed,Yes,607.0,4.1,Low
3433,USR103433,Indira Narain,Female,20.0,Sales Executive,Bengaluru,2023-04-12,April,2023.0,Education,Coursera,7168.0,78226.0,36600.59,67211.0,9.16,Cash,Completed,Yes,460.0,2.9,Low
3434,USR103434,Urishilla Grover,Male,19.0,Designer,Chennai,2024-02-11,October,2024.0,Entertainment,Netflix,1733.0,44715.0,27405.66,39406.0,3.88,UPI,Completed,Yes,397.0,2.8,Low
3435,USR100029,Pratyush Soman,Male,39.0,Teacher,Mumbai,2024-08-10,August,2024.0,Transport,Metro,3437.0,43091.0,20277.46,32959.0,7.98,UPI,Completed,No,831.0,3.8,Low
3436,USR103436,Patrick Ravel,Female,39.0,Doctor,Hyderabad,2025-04-11,April,2025.0,Food,Flipkart,4922.0,60039.0,42301.88,72267.0,4.22,UPI,Completed,Yes,408.0,4.8,Low
3437,USR103437,Turvi Deep,Female,21.0,Student,Hyderabad,2025-09-19,September,2025.0,Food,Swiggy,4029.0,79728.0,58904.23,70557.0,5.05,Cash,Completed,Yes,408.0,3.5,Low
3438,USR103438,Priya Narayanan,Male,27.0,Business Owner,Pune,2024-10-12,October,2024.0,Food,Ola,110.0,60224.0,36600.59,57879.0,0.18,Net Banking,Completed,No,384.0,4.3,Low
3439,USR103439,Anay Golla,Female,54.0,Teacher,Delhi,2025-09-25,September,2025.0,Food,Zomato,3619.0,79576.0,37627.34,67690.0,4.55,Debit Card,Completed,Yes,384.0,3.3,Low
3442,USR100029,Garima Gour,Male,26.0,Sales Executive,Pune,2025-06-14,June,2025.0,Rent,Landlord,4922.0,100377.0,54678.76,74958.0,18.52,UPI,Completed,Yes,558.0,3.8,Low
3443,USR103443,Oliver Chandra,Male,26.0,Student,Chennai,2025-01-09,June,2025.0,Food,Swiggy,978.0,151194.0,95151.97,146551.0,0.65,UPI,Completed,No,483.0,3.8,Low
3444,USR103444,Pratyush Soman,Male,59.0,Designer,Mumbai,2024-02-11,May,2024.0,Food,Swiggy,1143.0,45508.0,29089.2,34573.0,2.51,Credit Card,Completed,Yes,620.0,4.7,Low
3445,USR100029,Unni Chhabra,Male,48.0,Teacher,Pune,2025-05-01,May,2024.0,Transport,Ola,6962.0,101866.0,74529.81,47297.0,6.83,UPI,Completed,Yes,408.0,3.1,Low
3446,USR100029,Pratyush Soman,Male,59.0,Teacher,Coimbatore,2024-06-17,June,2024.0,Shopping,Flipkart,853.0,58080.0,34997.32,53461.0,1.47,Net Banking,Completed,No,843.0,4.1,Low
3447,USR103447,Maanav Lanka,Male,32.0,Teacher,Pune,2025-04-29,April,2025.0,Transport,Uber,873.0,23038.0,12609.0,14035.0,3.79,Cash,Completed,No,647.0,3.6,Low
3448,USR100029,Reva Khosla,Male,33.0,Business Owner,Hyderabad,2025-09-13,September,2025.0,Food,Swiggy,1571.0,57667.0,37345.77,46879.0,2.72,Cash,Completed,No,872.0,2.8,Low
3449,USR103449,Ria Choudhry,Female,22.0,Doctor,Coimbatore,2025-05-21,May,2025.0,Insurance,Swiggy,4922.0,60039.0,97466.25,138675.0,7.44,Wallet,Completed,Yes,491.0,3.8,Low
3450,USR103450,Ekansh Desai,Female,39.0,Student,Kochi,2026-05-31,May,2024.0,Transport,Swiggy,6354.0,147017.0,36600.59,138300.0,4.32,Wallet,Completed,Yes,386.0,3.6,Low
3451,USR100029,Pratyush Soman,Male,39.0,Student,Hyderabad,2024-12-28,June,2024.0,Healthcare,Apollo,4352.0,61783.0,31086.98,49364.0,7.44,Debit Card,Completed,Yes,371.0,4.0,Low
3452,USR103452,Logan Loke,Female,44.0,Student,Coimbatore,2023-04-04,April,2023.0,Shopping,Reliance,4922.0,24633.0,14904.58,7318.0,27.12,Wallet,Completed,Yes,739.0,5.0,Medium
3453,USR103453,Darpan Rajan,Female,27.0,Student,Pune,2023-06-01,June,2023.0,Food,Restaurant,6896.0,60039.0,21746.28,47297.0,18.63,Cash,Completed,Yes,473.0,4.2,Low
3454,USR100029,Bina Bhat,Female,29.0,Student,Chennai,2024-08-30,August,2024.0,Food,Restaurant,2525.0,81785.0,46624.21,70583.0,3.09,Cash,Completed,Yes,554.0,3.8,Low
3455,USR103455,Yauvani Choudhary,Male,30.0,Student,Pune,2023-04-11,April,2023.0,Insurance,HDFC Ergo,5162.0,34060.0,17802.77,18407.0,15.16,Cash,Completed,Yes,626.0,4.1,Low
3456,USR103456,Hemangini Puri,Female,32.0,Student,Mumbai,2024-01-12,January,2024.0,Food,PVR,2234.0,60039.0,15581.17,21825.0,8.27,Net Banking,Completed,Yes,626.0,3.9,Low
3457,USR100029,Logan Mitra,Female,44.0,Analyst,Mumbai,2026-04-21,April,2026.0,Utilities,TNEB,863.0,32804.0,19126.63,47297.0,2.63,UPI,Completed,Yes,890.0,3.5,Low
3458,USR103458,Pratyush Soman,Female,31.0,Teacher,Bengaluru,2024-02-11,January,2023.0,Entertainment,Netflix,7798.0,150686.0,36600.59,134945.0,5.17,UPI,Completed,Yes,890.0,4.0,Low
3459,USR100029,Oscar Suri,Male,24.0,Software Engineer,Hyderabad,2024-08-21,August,2024.0,Shopping,Reliance,4922.0,37888.0,25738.68,27122.0,12.99,Debit Card,Completed,Yes,740.0,2.9,Low
3460,USR103460,Bhavini Krishna,Female,50.0,Software Engineer,Hyderabad,2023-06-23,June,2023.0,Entertainment,Netflix,4922.0,149579.0,77577.55,134012.0,3.99,Cash,Completed,No,626.0,3.8,Low
3461,USR103461,Simon Joshi,Male,39.0,Teacher,Delhi,2024-12-29,June,2024.0,Transport,Uber,3068.0,147201.0,109633.04,140417.0,2.08,UPI,Completed,Yes,696.0,4.8,Low
3462,USR100029,Osha Kaur,Female,26.0,Analyst,Chennai,2024-03-14,March,2024.0,Food,Zomato,7364.0,100755.0,36600.59,89421.0,7.31,Debit Card,Completed,No,825.0,3.0,Low
3463,USR103463,Anusha Trivedi,Female,39.0,Designer,Mumbai,2024-05-02,May,2024.0,Food,Swiggy,5613.0,25170.0,17081.52,17256.0,22.3,UPI,Completed,No,631.0,3.1,Medium
3465,USR103465,Ekanta Prabhu,Male,34.0,Business Owner,Kochi,2025-08-06,August,2025.0,Travel,IndiGo,5560.0,147288.0,66768.11,138653.0,3.77,Wallet,Completed,Yes,626.0,2.8,Low
3468,USR103468,Advika Zacharia,Male,39.0,Business Owner,Pune,2023-08-23,August,2023.0,Insurance,HDFC Ergo,288.0,26137.0,36600.59,14265.0,1.1,Cash,Completed,Yes,711.0,3.8,Low
3469,USR103469,William Bhattacharyya,Female,18.0,Doctor,Delhi,2025-05-17,May,2025.0,Utilities,Swiggy,4922.0,98460.0,66103.01,87463.0,8.1,Net Banking,Completed,Yes,441.0,4.4,Low
3470,USR103470,Nitara Palan,Female,38.0,Designer,Kochi,2025-12-17,June,2025.0,Utilities,Airtel,2493.0,99098.0,49662.36,84660.0,2.52,Wallet,Completed,Yes,696.0,4.9,Low
3472,USR103472,Imaran Sankaran,Male,47.0,Doctor,Chennai,2024-10-24,October,2024.0,Travel,IRCTC,10598.0,60039.0,36600.59,7817.0,37.99,Net Banking,Completed,Yes,626.0,3.4,Medium
3473,USR103473,Veer Dubey,Female,47.0,Software Engineer,Pune,2023-10-22,October,2023.0,Shopping,Flipkart,3328.0,43800.0,31069.31,35822.0,7.6,UPI,Completed,No,660.0,3.8,Low
3476,USR103476,Damini Vig,Male,25.0,Student,Hyderabad,2025-02-21,February,2025.0,Entertainment,Netflix,6769.0,45006.0,25124.52,32039.0,7.44,UPI,Completed,Yes,414.0,3.8,Low
3477,USR103477,Gaurika Deol,Female,56.0,Teacher,Mumbai,2026-05-23,May,2026.0,Healthcare,Pharmacy,7940.0,149395.0,83899.45,135195.0,7.44,UPI,Completed,Yes,641.0,2.7,Low
3478,USR100029,Oviya Nath,Female,39.0,Teacher,Pune,2025-09-07,September,2024.0,Food,Swiggy,3664.0,149901.0,36600.59,135352.0,2.44,Wallet,Completed,Yes,815.0,3.8,Low
3479,USR100029,Madhavi Hans,Male,49.0,Doctor,Mumbai,2025-11-26,June,2025.0,Food,Swiggy,116.0,97442.0,54504.58,91641.0,0.12,Credit Card,Completed,No,690.0,3.3,Low
3480,USR103480,Diya Patla,Female,60.0,Doctor,Bengaluru,2024-05-20,May,2024.0,Utilities,Jio,2178.0,42836.0,19495.63,47297.0,5.08,Cash,Completed,Yes,489.0,4.4,Low
3481,USR103481,Eshana Atwal,Female,58.0,Teacher,Pune,2024-06-06,June,2024.0,Transport,Swiggy,7868.0,59165.0,42904.43,49020.0,13.3,Wallet,Completed,Yes,626.0,3.8,Low
3482,USR103482,Ubika Vohra,Male,43.0,Teacher,Pune,2024-02-11,June,2024.0,Utilities,TNEB,7434.0,32820.0,24547.84,20844.0,22.65,Credit Card,Completed,Yes,457.0,4.2,Medium
3483,USR103483,Rushil Bail,Female,21.0,Doctor,Pune,2024-02-11,September,2025.0,Shopping,Amazon,4052.0,27262.0,16632.67,14403.0,14.86,Credit Card,Completed,No,579.0,2.7,Low
3484,USR103484,Jeremiah Warrior,Female,50.0,Teacher,Pune,2024-08-17,August,2024.0,Healthcare,Apollo,1886.0,33069.0,23629.67,28553.0,5.7,UPI,Completed,Yes,678.0,4.6,Low
3486,USR100029,Edhitha Guha,Female,23.0,Software Engineer,Pune,2026-03-18,June,2026.0,Food,Restaurant,3372.0,26140.0,19203.84,11753.0,12.9,Debit Card,Completed,No,493.0,4.3,Low
3487,USR103487,Osha Oza,Female,39.0,Designer,Hyderabad,2024-02-11,June,2024.0,Insurance,LIC,6084.0,24281.0,11666.7,47297.0,25.06,UPI,Pending,Yes,715.0,4.9,Medium
3488,USR103488,Janya Kalla,Male,39.0,Teacher,Chennai,2024-02-11,April,2023.0,Healthcare,Pharmacy,6569.0,44312.0,22360.74,27999.0,14.82,UPI,Pending,Yes,403.0,3.1,Low
3490,USR103490,Yochana Parikh,Male,25.0,Student,Pune,2024-03-06,March,2024.0,Education,Coursera,1887.0,98596.0,47202.59,91736.0,1.91,Net Banking,Completed,Yes,497.0,3.8,Low
3491,USR103491,Vihaan Salvi,Male,59.0,Doctor,Chennai,2024-11-13,November,2024.0,Shopping,Flipkart,4922.0,82694.0,36600.59,65346.0,9.2,Wallet,Completed,No,599.0,3.0,Low
3492,USR103492,Harshil Kibe,Female,35.0,Sales Executive,Coimbatore,2024-02-11,May,2026.0,Healthcare,Pharmacy,732.0,37603.0,24667.88,26465.0,1.95,Cash,Completed,Yes,646.0,4.3,Low
3494,USR103494,Bachittar Bajaj,Male,21.0,Teacher,Kochi,2024-02-11,December,2025.0,Food,Zomato,6377.0,147352.0,105571.56,134341.0,4.33,Wallet,Failed,Yes,474.0,2.5,Low
3495,USR103495,Yash Mukherjee,Female,41.0,Teacher,Chennai,2023-09-02,September,2023.0,Shopping,Reliance,994.0,60039.0,36600.59,30264.0,2.82,Wallet,Completed,No,502.0,4.1,Low
3496,USR103496,Qadim Toor,Female,40.0,Analyst,Hyderabad,2023-05-30,May,2023.0,Insurance,HDFC Ergo,6024.0,60039.0,14200.82,7666.0,27.35,Net Banking,Completed,Yes,615.0,3.4,Low
3497,USR103497,Pratyush Soman,Female,60.0,Teacher,Bengaluru,2023-07-24,July,2023.0,Food,Swiggy,448.0,151139.0,79308.61,142962.0,0.3,Wallet,Completed,Yes,785.0,3.9,Low
3498,USR103498,Vihaan Palla,Male,46.0,Sales Executive,Pune,2024-03-15,March,2024.0,Shopping,Amazon,5164.0,60039.0,19689.93,10210.0,7.44,Wallet,Completed,Yes,522.0,3.3,Low
